PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 9148,Election Day,9148,1,1007,340,33.76,266,35,37,0
Pct 9148,VBM,9148,1,1007,529,52.53,427,39,51,0
Pct 9149,Election Day,9149,1,976,320,32.79,228,31,61,0
Pct 9149,VBM,9149,1,976,522,53.48,414,42,52,0
Pct 9151,Election Day,9151,1,858,288,33.57,208,27,52,1
Pct 9151,VBM,9151,1,858,416,48.48,316,38,49,0
Pct 9152,Election Day,9152,1,842,291,34.56,187,33,71,0
Pct 9152,VBM,9152,1,842,345,40.97,247,32,55,0
Pct 9201,Election Day,9201,1,1047,404,38.59,331,34,40,0
Pct 9201,VBM,9201,1,1047,489,46.70,401,45,38,0
Pct 9202,Election Day,9202,1,962,342,35.55,255,36,52,0
Pct 9202,VBM,9202,1,962,464,48.23,365,45,50,0
Pct 9203,Election Day,9203,1,1006,308,30.62,220,35,53,1
Pct 9203,VBM,9203,1,1006,549,54.57,404,55,74,1
Pct 9204,Election Day,9204,1,849,325,38.28,231,44,50,0
Pct 9204,VBM,9204,1,849,408,48.06,317,32,50,0
Pct 9205,Election Day,9205,1,760,249,32.76,183,27,38,0
Pct 9205,VBM,9205,1,760,403,53.03,300,30,65,0
Pct 9206,Election Day,9206,1,960,287,29.90,186,39,62,0
Pct 9206,VBM,9206,1,960,535,55.73,406,60,61,0
Pct 9207,Election Day,9207,1,980,335,34.18,233,43,59,0
Pct 9207,VBM,9207,1,980,510,52.04,387,41,69,0
Pct 9208,Election Day,9208,1,1028,356,34.63,259,39,57,0
Pct 9208,VBM,9208,1,1028,541,52.63,381,48,102,0
Pct 9209,Election Day,9209,1,750,283,37.73,180,50,51,0
Pct 9209,VBM,9209,1,750,363,48.40,256,45,51,0
Pct 9211,Election Day,9211,1,910,326,35.82,217,44,65,0
Pct 9211,VBM,9211,1,910,452,49.67,320,33,89,0
Pct 9212,Election Day,9212,1,857,298,34.77,190,48,59,1
Pct 9212,VBM,9212,1,857,448,52.28,320,52,60,0
Pct 9213,Election Day,9213,1,987,349,35.36,239,39,70,0
Pct 9213,VBM,9213,1,987,504,51.06,375,53,69,0
Pct 9214,Election Day,9214,1,632,195,30.85,140,18,37,0
Pct 9214,VBM,9214,1,632,344,54.43,271,25,44,0
Pct 9215,Election Day,9215,1,645,216,33.49,160,28,27,0
Pct 9215,VBM,9215,1,645,350,54.26,275,28,39,0
Pct 9216,Election Day,9216,1,861,301,34.96,200,40,60,0
Pct 9216,VBM,9216,1,861,425,49.36,310,35,62,0
Pct 9217,Election Day,9217,1,761,268,35.22,188,32,47,0
Pct 9217,VBM,9217,1,761,394,51.77,277,44,60,1
Pct 9218,Election Day,9218,1,868,288,33.18,199,48,38,0
Pct 9218,VBM,9218,1,868,442,50.92,305,53,73,0
Pct 9219,Election Day,9219,1,829,295,35.59,190,37,68,0
Pct 9219,VBM,9219,1,829,424,51.15,303,38,77,0
Pct 9221,Election Day,9221,1,662,171,25.83,108,35,26,1
Pct 9221,VBM,9221,1,662,466,70.39,366,54,42,0
Pct 9222,Election Day,9222,1,889,281,31.61,201,34,44,0
Pct 9222,VBM,9222,1,889,530,59.62,409,45,57,0
Pct 9223,Election Day,9223,1,664,184,27.71,128,26,30,0
Pct 9223,VBM,9223,1,664,389,58.58,294,35,51,0
Pct 9224,Election Day,9224,1,993,300,30.21,201,51,46,0
Pct 9224,VBM,9224,1,993,563,56.70,441,52,58,1
Pct 9225,Election Day,9225,1,994,346,34.81,231,39,76,0
Pct 9225,VBM,9225,1,994,580,58.35,421,50,86,0
Pct 9226,Election Day,9226,1,960,292,30.42,203,38,50,1
Pct 9226,VBM,9226,1,960,541,56.35,418,35,78,0
Pct 9227,Election Day,9227,1,759,237,31.23,177,28,28,2
Pct 9227,VBM,9227,1,759,428,56.39,331,53,35,0
Pct 9228,Election Day,9228,1,725,233,32.14,177,23,33,0
Pct 9228,VBM,9228,1,725,418,57.66,335,45,34,1
Pct 9229,Election Day,9229,1,615,195,31.71,143,24,25,1
Pct 9229,VBM,9229,1,615,360,58.54,283,28,44,0
Pct 9231,Election Day,9231,1,1006,372,36.98,283,52,38,0
Pct 9231,VBM,9231,1,1006,497,49.40,404,39,45,0
Pct 9232,Election Day,9232,1,746,276,37.00,195,31,49,1
Pct 9232,VBM,9232,1,746,419,56.17,308,53,47,0
Pct 9233,Election Day,9233,1,816,268,32.84,186,36,42,1
Pct 9233,VBM,9233,1,816,468,57.35,360,59,45,0
Pct 9234,Election Day,9234,1,759,216,28.46,158,22,34,1
Pct 9234,VBM,9234,1,759,448,59.03,337,49,45,1
Pct 9235,Election Day,9235,1,907,303,33.41,219,47,38,0
Pct 9235,VBM,9235,1,907,515,56.78,363,63,75,0
Pct 9236,Election Day,9236,1,682,237,34.75,171,38,26,0
Pct 9236,VBM,9236,1,682,363,53.23,275,46,31,0
Pct 9237,Election Day,9237,1,941,279,29.65,198,29,51,1
Pct 9237,VBM,9237,1,941,545,57.92,399,70,62,0
Pct 9238,Election Day,9238,1,846,271,32.03,196,25,48,0
Pct 9238,VBM,9238,1,846,538,63.59,403,58,63,0
Pct 9239,Election Day,9239,1,885,250,28.25,173,35,41,0
Pct 9239,VBM,9239,1,885,588,66.44,446,44,84,0
Pct 9241,Election Day,9241,1,1027,286,27.85,193,40,51,0
Pct 9241,VBM,9241,1,1027,608,59.20,471,50,75,0
Pct 9242,Election Day,9242,1,1023,317,30.99,229,34,53,0
Pct 9242,VBM,9242,1,1023,568,55.52,447,53,60,0
Pct 9243,Election Day,9243,1,611,228,37.32,172,23,32,1
Pct 9243,VBM,9243,1,611,327,53.52,253,33,32,1
Pct 9244,Election Day,9244,1,940,279,29.68,191,35,53,0
Pct 9244,VBM,9244,1,940,545,57.98,381,66,88,1
Pct 9245,Election Day,9245,1,725,229,31.59,181,19,29,0
Pct 9245,VBM,9245,1,725,398,54.90,306,34,48,0
Pct 9246,Election Day,9246,1,964,293,30.39,223,29,42,0
Pct 9246,VBM,9246,1,964,549,56.95,424,42,70,0
Pct 9247,Election Day,9247,1,1004,315,31.37,227,42,44,0
Pct 9247,VBM,9247,1,1004,570,56.77,434,55,72,0
Pct 9248,Election Day,9248,1,955,296,30.99,227,26,43,0
Pct 9248,VBM,9248,1,955,550,57.59,417,53,69,1
Pct 9249,Election Day,9249,1,926,322,34.77,229,47,46,1
Pct 9249,VBM,9249,1,926,485,52.38,372,43,54,0
Pct 9251,Election Day,9251,1,982,324,32.99,250,31,41,1
Pct 9251,VBM,9251,1,982,547,55.70,430,45,65,0
Pct 9252,Election Day,9252,1,943,284,30.12,214,36,33,0
Pct 9252,VBM,9252,1,943,553,58.64,439,51,51,0
Pct 9253,Election Day,9253,1,808,253,31.31,175,29,50,0
Pct 9253,VBM,9253,1,808,456,56.44,348,43,52,0
Pct 9254,Election Day,9254,1,951,300,31.55,206,45,48,0
Pct 9254,VBM,9254,1,951,571,60.04,433,65,62,0
Pct 9255,Election Day,9255,1,577,213,36.92,162,26,23,0
Pct 9255,VBM,9255,1,577,305,52.86,210,41,49,0
Pct 9256,Election Day,9256,1,403,133,33.00,105,15,12,0
Pct 9256,VBM,9256,1,403,209,51.86,161,21,22,1
Pct 9257 MB,Election Day,9257,1,339,9,2.65,5,0,4,0
Pct 9257 MB,VBM,9257,1,339,278,82.01,212,25,33,0
Pct 9258,Election Day,9258,1,715,216,30.21,175,19,23,0
Pct 9258,VBM,9258,1,715,429,60.00,345,30,48,0
Pct 9401,Election Day,9401,1,1014,355,35.01,259,33,62,0
Pct 9401,VBM,9401,1,1014,460,45.36,368,36,51,0
Pct 9402,Election Day,9402,1,1028,323,31.42,251,33,39,0
Pct 9402,VBM,9402,1,1028,493,47.96,383,44,57,0
Pct 9403,Election Day,9403,1,933,273,29.26,193,34,44,0
Pct 9403,VBM,9403,1,933,466,49.95,372,45,43,0
Pct 9404,Election Day,9404,1,921,286,31.05,222,20,44,0
Pct 9404,VBM,9404,1,921,458,49.73,358,46,50,0
Pct 9405,Election Day,9405,1,818,258,31.54,188,33,37,1
Pct 9405,VBM,9405,1,818,441,53.91,339,42,48,0
Pct 9406,Election Day,9406,1,916,291,31.77,223,29,39,0
Pct 9406,VBM,9406,1,916,500,54.59,381,55,58,0
Pct 9407,Election Day,9407,1,941,309,32.84,228,31,49,1
Pct 9407,VBM,9407,1,941,419,44.53,318,41,51,0
Pct 9408,Election Day,9408,1,879,297,33.79,228,22,47,0
Pct 9408,VBM,9408,1,879,407,46.30,318,40,44,0
Pct 9409,Election Day,9409,1,626,236,37.70,190,20,26,0
Pct 9409,VBM,9409,1,626,288,46.01,222,24,42,0
Pct 9411,Election Day,9411,1,1051,345,32.83,267,29,39,0
Pct 9411,VBM,9411,1,1051,495,47.10,385,50,47,1
Pct 9412,Election Day,9412,1,885,291,32.88,215,35,41,0
Pct 9412,VBM,9412,1,885,412,46.55,314,39,58,0
Pct 9413,Election Day,9413,1,907,265,29.22,209,20,35,0
Pct 9413,VBM,9413,1,907,477,52.59,369,46,49,0
Pct 9414,Election Day,9414,1,894,272,30.43,186,32,52,1
Pct 9414,VBM,9414,1,894,468,52.35,361,55,45,1
Pct 9415,Election Day,9415,1,798,216,27.07,154,28,35,0
Pct 9415,VBM,9415,1,798,421,52.76,319,45,50,0
Pct 9416,Election Day,9416,1,1018,305,29.96,231,33,38,0
Pct 9416,VBM,9416,1,1018,501,49.21,374,48,73,0
Pct 9417,Election Day,9417,1,759,192,25.30,142,25,25,0
Pct 9417,VBM,9417,1,759,412,54.28,318,33,55,0
Pct 9418,Election Day,9418,1,814,235,28.87,173,29,32,0
Pct 9418,VBM,9418,1,814,407,50.00,290,46,62,0
Pct 9419,Election Day,9419,1,902,245,27.16,173,24,47,0
Pct 9419,VBM,9419,1,902,463,51.33,360,45,51,1
Pct 9421,Election Day,9421,1,929,243,26.16,180,29,35,0
Pct 9421,VBM,9421,1,929,489,52.64,367,47,72,0
Pct 9422,Election Day,9422,1,1082,348,32.16,252,39,57,0
Pct 9422,VBM,9422,1,1082,539,49.82,414,45,68,0
Pct 9423,Election Day,9423,1,909,269,29.59,190,32,45,0
Pct 9423,VBM,9423,1,909,449,49.39,337,51,57,0
Pct 9424,Election Day,9424,1,951,246,25.87,190,27,28,1
Pct 9424,VBM,9424,1,951,510,53.63,384,63,54,0
Pct 9425,Election Day,9425,1,964,258,26.76,183,26,49,0
Pct 9425,VBM,9425,1,964,490,50.83,370,53,61,0
Pct 9426,Election Day,9426,1,835,241,28.86,166,28,47,0
Pct 9426,VBM,9426,1,835,422,50.54,332,36,45,2
Pct 9427,Election Day,9427,1,963,250,25.96,168,36,46,0
Pct 9427,VBM,9427,1,963,483,50.16,370,56,55,0
Pct 9428,Election Day,9428,1,963,232,24.09,170,31,31,1
Pct 9428,VBM,9428,1,963,522,54.21,420,47,48,1
Pct 9429,Election Day,9429,1,909,284,31.24,209,30,45,0
Pct 9429,VBM,9429,1,909,423,46.53,327,36,55,0
Pct 9431,Election Day,9431,1,1024,265,25.88,182,39,43,0
Pct 9431,VBM,9431,1,1024,556,54.30,410,70,65,1
Pct 9432,Election Day,9432,1,913,277,30.34,197,30,49,0
Pct 9432,VBM,9432,1,913,441,48.30,327,33,79,0
Pct 9433,Election Day,9433,1,973,256,26.31,182,29,45,0
Pct 9433,VBM,9433,1,973,503,51.70,386,51,61,0
Pct 9434,Election Day,9434,1,997,302,30.29,214,43,43,0
Pct 9434,VBM,9434,1,997,501,50.25,390,48,58,1
Pct 9435,Election Day,9435,1,969,276,28.48,196,30,50,0
Pct 9435,VBM,9435,1,969,489,50.46,385,41,53,0
Pct 9436,Election Day,9436,1,994,263,26.46,187,25,52,0
Pct 9436,VBM,9436,1,994,520,52.31,391,54,65,0
Pct 9437,Election Day,9437,1,954,281,29.45,209,28,44,0
Pct 9437,VBM,9437,1,954,432,45.28,313,51,58,0
Pct 9438,Election Day,9438,1,1000,242,24.20,169,33,40,0
Pct 9438,VBM,9438,1,1000,549,54.90,406,66,71,0
Pct 9439,Election Day,9439,1,903,222,24.58,160,22,40,0
Pct 9439,VBM,9439,1,903,468,51.83,346,52,66,1
Pct 9441,Election Day,9441,1,1004,283,28.19,214,36,32,0
Pct 9441,VBM,9441,1,1004,517,51.49,426,35,50,0
Pct 9442,Election Day,9442,1,1027,334,32.52,241,46,48,0
Pct 9442,VBM,9442,1,1027,475,46.25,364,38,65,0
Pct 9443,Election Day,9443,1,937,286,30.52,214,32,40,0
Pct 9443,VBM,9443,1,937,462,49.31,367,39,50,0
Pct 9444,Election Day,9444,1,955,253,26.49,175,35,43,0
Pct 9444,VBM,9444,1,955,467,48.90,352,35,70,0
Pct 9445,Election Day,9445,1,993,270,27.19,205,31,35,0
Pct 9445,VBM,9445,1,993,481,48.44,372,40,57,0
Pct 9446,Election Day,9446,1,1084,305,28.14,245,18,41,0
Pct 9446,VBM,9446,1,1084,607,56.00,453,75,71,0
Pct 9447,Election Day,9447,1,954,268,28.09,201,27,39,0
Pct 9447,VBM,9447,1,954,493,51.68,370,53,63,0
Pct 9448,Election Day,9448,1,950,269,28.32,200,33,35,1
Pct 9448,VBM,9448,1,950,459,48.32,335,53,62,0
Pct 9449,Election Day,9449,1,820,178,21.71,124,25,28,0
Pct 9449,VBM,9449,1,820,461,56.22,352,47,58,0
Pct 9451,Election Day,9451,1,438,123,28.08,82,23,18,0
Pct 9451,VBM,9451,1,438,247,56.39,186,30,27,0
Pct 9452,Election Day,9452,1,829,289,34.86,229,19,40,1
Pct 9452,VBM,9452,1,829,412,49.70,310,38,55,0
Pct 9453,Election Day,9453,1,502,147,29.28,103,22,20,1
Pct 9453,VBM,9453,1,502,268,53.39,198,27,38,0
Pct 9501 MB,Election Day,9501,1,153,6,3.92,1,2,3,0
Pct 9501 MB,VBM,9501,1,153,125,81.70,100,8,13,0
Pct 9502 MB,Election Day,9502,1,233,5,2.15,4,0,1,0
Pct 9502 MB,VBM,9502,1,233,204,87.55,171,14,17,0
Pct 9503/9504,Election Day,9503,1,822,277,33.70,191,29,51,0
Pct 9503/9504,VBM,9503,1,822,397,48.30,271,53,64,0
Pct 9505,Election Day,9505,1,804,226,28.11,150,34,41,1
Pct 9505,VBM,9505,1,804,391,48.63,302,49,38,0
Pct 9506,Election Day,9506,1,810,266,32.84,195,34,37,0
Pct 9506,VBM,9506,1,810,336,41.48,262,39,33,0
Pct 9507,Election Day,9507,1,783,248,31.67,200,23,25,0
Pct 9507,VBM,9507,1,783,390,49.81,318,27,40,0
Pct 9508,Election Day,9508,1,862,304,35.27,253,18,33,0
Pct 9508,VBM,9508,1,862,416,48.26,330,38,42,0
Pct 9509,Election Day,9509,1,758,237,31.27,181,19,32,0
Pct 9509,VBM,9509,1,758,424,55.94,338,36,46,0
Pct 9511,Election Day,9511,1,630,236,37.46,181,27,27,0
Pct 9511,VBM,9511,1,630,293,46.51,221,25,40,0
Pct 9512,Election Day,9512,1,848,279,32.90,218,27,33,0
Pct 9512,VBM,9512,1,848,430,50.71,353,32,39,1
Pct 9513,Election Day,9513,1,952,319,33.51,237,39,42,0
Pct 9513,VBM,9513,1,952,447,46.95,342,61,41,0
Pct 9514/9522,Election Day,9514,1,959,342,35.66,266,36,38,2
Pct 9514/9522,VBM,9514,1,959,490,51.09,383,44,57,0
Pct 9515,Election Day,9515,1,748,278,37.17,207,23,48,0
Pct 9515,VBM,9515,1,748,368,49.20,298,23,40,0
Pct 9516,Election Day,9516,1,922,311,33.73,249,26,36,0
Pct 9516,VBM,9516,1,922,452,49.02,361,32,53,0
Pct 9517,Election Day,9517,1,854,279,32.67,208,29,39,0
Pct 9517,VBM,9517,1,854,434,50.82,323,45,55,0
Pct 9518,Election Day,9518,1,826,275,33.29,218,22,33,0
Pct 9518,VBM,9518,1,826,432,52.30,330,41,46,0
Pct 9519,Election Day,9519,1,922,307,33.30,237,29,41,0
Pct 9519,VBM,9519,1,922,483,52.39,371,46,58,0
Pct 9521,Election Day,9521,1,947,354,37.38,281,29,43,1
Pct 9521,VBM,9521,1,947,473,49.95,372,31,57,0
Pct 9701,Election Day,9701,1,664,212,31.93,165,22,24,0
Pct 9701,VBM,9701,1,664,359,54.07,283,18,54,0
Pct 9702,Election Day,9702,1,760,257,33.82,203,19,34,0
Pct 9702,VBM,9702,1,760,383,50.39,312,24,39,0
Pct 9703,Election Day,9703,1,989,276,27.91,201,38,37,0
Pct 9703,VBM,9703,1,989,542,54.80,428,49,60,0
Pct 9704,Election Day,9704,1,971,302,31.10,222,41,38,1
Pct 9704,VBM,9704,1,971,534,54.99,423,44,57,0
Pct 9705,Election Day,9705,1,954,325,34.07,239,37,50,0
Pct 9705,VBM,9705,1,954,511,53.56,385,41,71,0
Pct 9706 MB,Election Day,9706,1,54,3,5.56,1,0,2,0
Pct 9706 MB,VBM,9706,1,54,51,94.44,44,2,4,0
Pct 9707,Election Day,9707,1,805,185,22.98,137,21,27,0
Pct 9707,VBM,9707,1,805,494,61.37,410,44,37,0
Pct 9708,Election Day,9708,1,956,299,31.28,234,29,35,0
Pct 9708,VBM,9708,1,956,530,55.44,405,52,58,2
Pct 9709,Election Day,9709,1,1029,290,28.18,213,40,37,0
Pct 9709,VBM,9709,1,1029,558,54.23,440,53,54,0
Pct 9711,Election Day,9711,1,643,212,32.97,166,24,22,0
Pct 9711,VBM,9711,1,643,360,55.99,283,25,43,0
Pct 9712,Election Day,9712,1,656,199,30.34,158,23,18,0
Pct 9712,VBM,9712,1,656,394,60.06,308,40,36,0
Pct 9713,Election Day,9713,1,974,268,27.52,184,32,52,0
Pct 9713,VBM,9713,1,974,514,52.77,415,45,45,1
Pct 9714,Election Day,9714,1,941,268,28.48,186,38,42,0
Pct 9714,VBM,9714,1,941,557,59.19,418,64,66,0
Pct 9715,Election Day,9715,1,580,212,36.55,164,23,24,0
Pct 9715,VBM,9715,1,580,309,53.28,244,31,21,1
Pct 9716,Election Day,9716,1,975,288,29.54,221,26,41,0
Pct 9716,VBM,9716,1,975,503,51.59,388,50,62,0
Pct 9717,Election Day,9717,1,993,338,34.04,248,40,52,1
Pct 9717,VBM,9717,1,993,499,50.25,409,40,49,0
Pct 9718,Election Day,9718,1,859,267,31.08,207,36,24,0
Pct 9718,VBM,9718,1,859,488,56.81,388,47,42,1
Pct 9719,Election Day,9719,1,880,263,29.89,196,40,27,0
Pct 9719,VBM,9719,1,880,492,55.91,388,59,41,0
Pct 9721,Election Day,9721,1,657,222,33.79,175,29,17,0
Pct 9721,VBM,9721,1,657,353,53.73,285,31,33,0
Pct 9722,Election Day,9722,1,634,162,25.55,124,15,23,0
Pct 9722,VBM,9722,1,634,381,60.09,303,26,38,0
Pct 9723,Election Day,9723,1,478,111,23.22,80,16,16,0
Pct 9723,VBM,9723,1,478,285,59.62,209,34,39,0
Pct 9724,Election Day,9724,1,978,255,26.07,198,37,19,0
Pct 9724,VBM,9724,1,978,569,58.18,430,63,67,0
Pct 9725,Election Day,9725,1,985,251,25.48,187,25,39,0
Pct 9725,VBM,9725,1,985,532,54.01,421,50,67,0
Pct 9726,Election Day,9726,1,782,303,38.75,204,40,58,0
Pct 9726,VBM,9726,1,782,303,38.75,205,42,48,0
Pct 9727,Election Day,9727,1,454,111,24.45,83,19,8,0
Pct 9727,VBM,9727,1,454,285,62.78,215,36,32,0
Pct 9728,Election Day,9728,1,937,287,30.63,225,34,27,2
Pct 9728,VBM,9728,1,937,518,55.28,417,57,37,0
Pct 9729,Election Day,9729,1,802,218,27.18,160,30,27,0
Pct 9729,VBM,9729,1,802,490,61.10,386,52,44,1
Pct 9731,Election Day,9731,1,548,198,36.13,144,33,20,0
Pct 9731,VBM,9731,1,548,287,52.37,238,30,17,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,1,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,58,9,3,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,3,0,1,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,155,23,23,0
Pct 9734,Election Day,9734,1,603,185,30.68,141,17,14,0
Pct 9734,VBM,9734,1,603,350,58.04,287,30,29,0
Pct 9735,Election Day,9735,1,807,227,28.13,158,33,35,1
Pct 9735,VBM,9735,1,807,472,58.49,382,38,46,0
Pct 9736,Election Day,9736,1,729,209,28.67,161,27,21,0
Pct 9736,VBM,9736,1,729,442,60.63,362,33,40,0
Pct 9737,Election Day,9737,1,782,233,29.80,184,25,24,0
Pct 9737,VBM,9737,1,782,482,61.64,385,48,45,1
Pct 9738,Election Day,9738,1,850,275,32.35,194,37,44,0
Pct 9738,VBM,9738,1,850,405,47.65,290,44,59,2
Pct 9739,Election Day,9739,1,912,302,33.11,201,37,64,0
Pct 9739,VBM,9739,1,912,379,41.56,295,29,52,0
Pct 9741,Election Day,9741,1,1064,433,40.70,222,68,141,2
Pct 9741,VBM,9741,1,1064,246,23.12,140,33,71,0
Pct 9742,Election Day,9742,1,669,217,32.44,142,31,44,0
Pct 9742,VBM,9742,1,669,313,46.79,236,38,36,0
Pct 9743,Election Day,9743,1,1159,363,31.32,252,46,61,0
Pct 9743,VBM,9743,1,1159,544,46.94,428,56,55,1
Pct 9744,Election Day,9744,1,968,364,37.60,247,38,59,0
Pct 9744,VBM,9744,1,968,399,41.22,289,43,59,0
Pct 9745,Election Day,9745,1,1052,359,34.13,242,49,66,0
Pct 9745,VBM,9745,1,1052,403,38.31,303,49,44,1
Pct 9746,Election Day,9746,1,903,310,34.33,228,38,33,0
Pct 9746,VBM,9746,1,903,473,52.38,361,56,50,0
Pct 9747,Election Day,9747,1,989,301,30.43,215,36,51,0
Pct 9747,VBM,9747,1,989,496,50.15,386,56,49,0
Pct 9748,Election Day,9748,1,981,278,28.34,207,37,35,0
Pct 9748,VBM,9748,1,981,531,54.13,425,34,61,0
Pct 9749,Election Day,9749,1,969,256,26.42,180,33,44,0
Pct 9749,VBM,9749,1,969,430,44.38,331,56,35,0
Pct 9751,Election Day,9751,1,1011,306,30.27,237,30,40,0
Pct 9751,VBM,9751,1,1011,602,59.55,445,70,70,0
Pct 9752,Election Day,9752,1,721,206,28.57,163,22,20,0
Pct 9752,VBM,9752,1,721,420,58.25,350,32,35,0
Pct 9753,Election Day,9753,1,777,228,29.34,180,23,24,0
Pct 9753,VBM,9753,1,777,408,52.51,322,52,35,0
Pct 9754,Election Day,9754,1,744,259,34.81,202,30,26,0
Pct 9754,VBM,9754,1,744,389,52.28,302,34,41,0
Pct 9755,Election Day,9755,1,605,185,30.58,142,23,19,0
Pct 9755,VBM,9755,1,605,307,50.74,242,38,27,0
Pct 9756,Election Day,9756,1,980,279,28.47,183,43,52,1
Pct 9756,VBM,9756,1,980,505,51.53,391,46,58,0
Pct 9801,Election Day,9801,1,434,131,30.18,90,14,26,0
Pct 9801,VBM,9801,1,434,208,47.93,145,38,22,0
Pct 9900 MB,Election Day,9900,1,0,0,0.00,0,0,0,0
Pct 9900 MB,VBM,9900,1,0,0,0.00,0,0,0,0
Pct 9901 MB,Election Day,9901,1,0,0,0.00,0,0,0,0
Pct 9901 MB,VBM,9901,1,0,0,0.00,0,0,0,0
Pct 9902 MB,Election Day,9902,1,0,0,0.00,0,0,0,0
Pct 9902 MB,VBM,9902,1,0,0,0.00,0,0,0,0
